id,agent_id,provider_id,tx_type,amount,counterparty_ref,status,created_at
343,3,2,cash_in,3911.35,CUST79339,completed,2026-07-10 13:13:22.263622
344,3,1,cash_in,5549.62,CUST89096,completed,2026-07-10 14:41:22.263622
345,3,1,cash_out,5019.62,CUST66218,completed,2026-07-10 15:53:22.263622
346,3,3,transfer,5847.31,CUST10488,completed,2026-07-10 16:38:22.263622
347,3,2,cash_out,5976.83,CUST43667,completed,2026-07-10 16:56:22.263622
348,3,3,transfer,4087.61,CUST28760,completed,2026-07-10 17:54:22.263622
349,3,2,cash_out,2775.16,CUST45103,completed,2026-07-10 18:46:22.263622
350,3,2,cash_in,6116.04,CUST61604,completed,2026-07-10 19:30:22.263622
351,3,1,cash_out,3909.81,CUST77263,completed,2026-07-10 20:57:22.263622
352,3,1,cash_out,4131.36,CUST48715,completed,2026-07-10 21:51:22.263622
353,3,3,transfer,5079.57,CUST34497,completed,2026-07-11 01:21:22.263622
354,3,2,cash_out,6299.97,CUST66896,completed,2026-07-11 03:31:22.263622
355,3,3,cash_out,7163.9,CUST18030,completed,2026-07-11 09:12:22.263622
356,3,2,cash_in,7942.89,CUST99751,completed,2026-07-11 09:57:22.263622
357,4,3,transfer,4066.53,CUST89935,completed,2026-07-04 14:42:22.263622
358,4,3,cash_in,6361.48,CUST20149,completed,2026-07-04 16:09:22.263622
359,4,1,cash_in,3531.33,CUST76684,completed,2026-07-04 17:29:22.263622
360,4,3,transfer,6016.35,CUST41829,completed,2026-07-04 18:19:22.263622
361,4,3,transfer,4155.04,CUST11482,completed,2026-07-04 18:38:22.263622
362,4,3,transfer,4586.1,CUST22767,completed,2026-07-04 20:08:22.263622
363,4,1,cash_out,6015.53,CUST53078,completed,2026-07-04 20:59:22.263622
364,4,3,transfer,3475.06,CUST49915,completed,2026-07-04 21:28:22.263622
365,4,2,transfer,4445.95,CUST58190,completed,2026-07-04 22:35:22.263622
366,4,2,cash_out,6838.82,CUST48620,completed,2026-07-04 23:29:22.263622
367,4,3,cash_out,4862.71,CUST16503,completed,2026-07-05 03:22:22.263622
368,4,2,cash_out,6827.31,CUST72808,completed,2026-07-05 06:12:22.263622
369,4,3,cash_in,5572.98,CUST22850,completed,2026-07-05 06:29:22.263622
370,4,1,transfer,4003.43,CUST48455,completed,2026-07-05 09:20:22.263622
371,4,3,cash_out,5193.98,CUST92640,completed,2026-07-05 10:11:22.263622
372,4,3,cash_out,5861.76,CUST71351,completed,2026-07-05 10:35:22.263622
373,4,2,cash_out,1919.44,CUST26995,completed,2026-07-05 11:44:22.263622
374,4,1,transfer,5317.49,CUST59624,completed,2026-07-05 12:59:22.263622
375,4,3,cash_out,4459.25,CUST86138,completed,2026-07-05 13:55:22.263622
376,4,1,cash_out,5742.19,CUST16558,completed,2026-07-05 15:04:22.263622
377,4,3,cash_out,4568.02,CUST68488,completed,2026-07-05 15:37:22.263622
378,4,1,transfer,5839.73,CUST30132,completed,2026-07-05 16:36:22.263622
379,4,3,cash_out,8461.57,CUST86897,completed,2026-07-05 17:41:22.263622
380,4,1,transfer,3837.23,CUST12886,completed,2026-07-05 18:41:22.263622
381,4,1,transfer,4819.27,CUST18960,completed,2026-07-05 20:03:22.263622
382,4,2,cash_in,6286.7,CUST13009,completed,2026-07-05 21:17:22.263622
383,4,3,cash_out,6330.79,CUST93609,completed,2026-07-06 08:53:22.263622
384,4,1,cash_out,3931.82,CUST89191,completed,2026-07-06 09:38:22.263622
385,4,1,cash_out,5402.74,CUST30050,completed,2026-07-06 11:00:22.263622
386,4,3,transfer,7506.96,CUST99298,completed,2026-07-06 11:25:22.263622
387,4,2,cash_out,4477.83,CUST44726,completed,2026-07-06 12:12:22.263622
388,4,3,cash_in,5644.95,CUST76937,completed,2026-07-06 13:39:22.263622
389,4,1,cash_out,4821.81,CUST76780,completed,2026-07-06 14:17:22.263622
390,4,1,cash_in,6431.44,CUST42219,completed,2026-07-06 15:04:22.263622
391,4,1,cash_in,7960.19,CUST73316,completed,2026-07-06 16:02:22.263622
392,4,2,cash_out,3936.88,CUST68403,completed,2026-07-06 16:46:22.263622
393,4,3,cash_in,4924.95,CUST25024,completed,2026-07-06 18:07:22.263622
394,4,2,transfer,2371.85,CUST51934,completed,2026-07-06 19:18:22.263622
395,4,2,cash_out,5330.05,CUST58536,completed,2026-07-06 20:41:22.263622
396,4,1,cash_out,3661.69,CUST75802,completed,2026-07-06 21:41:22.263622
397,4,1,cash_out,6530.53,CUST66183,completed,2026-07-07 00:36:22.263622
398,4,2,transfer,4436.26,CUST64600,completed,2026-07-07 00:56:22.263622
399,4,1,cash_out,5163.99,CUST44121,completed,2026-07-07 02:40:22.263622
400,4,1,transfer,6773.74,CUST73580,completed,2026-07-07 05:07:22.263622
401,4,1,cash_out,6726.18,CUST76789,completed,2026-07-07 09:34:22.263622
402,4,2,cash_in,7043.46,CUST58841,completed,2026-07-07 10:58:22.263622
403,4,1,cash_in,3744.9,CUST52085,completed,2026-07-07 12:11:22.263622
404,4,1,transfer,5567.18,CUST53214,completed,2026-07-07 13:29:22.263622
405,4,1,cash_out,5240.52,CUST28396,completed,2026-07-07 14:25:22.263622
406,4,1,transfer,5482.01,CUST38784,completed,2026-07-07 15:18:22.263622
407,4,2,cash_in,6259.39,CUST60578,completed,2026-07-07 16:13:22.263622
408,4,2,cash_out,4921.46,CUST49744,completed,2026-07-07 17:23:22.263622
409,4,2,transfer,5675.33,CUST27617,completed,2026-07-07 18:46:22.263622
410,4,2,cash_in,5570.24,CUST24659,completed,2026-07-07 19:58:22.263622
411,4,3,cash_out,7199.74,CUST41395,completed,2026-07-07 21:07:22.263622
412,4,2,cash_in,5928.15,CUST63143,completed,2026-07-07 21:53:22.263622
413,4,1,transfer,7889.39,CUST74499,completed,2026-07-08 06:17:22.263622
414,4,3,cash_in,4697.06,CUST22054,completed,2026-07-08 09:24:22.263622
415,4,1,cash_in,730.31,CUST98182,completed,2026-07-08 10:01:22.263622
416,4,3,cash_in,4022.34,CUST11462,completed,2026-07-08 10:31:22.263622
417,4,2,transfer,4697.98,CUST54787,completed,2026-07-08 10:47:22.263622
418,4,1,cash_in,7494.97,CUST67090,completed,2026-07-08 11:40:22.263622
419,4,1,cash_out,4664.96,CUST68915,completed,2026-07-08 12:10:22.263622
420,4,3,cash_out,2364.48,CUST80599,completed,2026-07-08 12:28:22.263622
421,4,1,cash_in,6022.57,CUST33424,completed,2026-07-08 13:54:22.263622
422,4,2,cash_out,6453.81,CUST59497,completed,2026-07-08 14:51:22.263622
423,4,2,transfer,2207.91,CUST30248,completed,2026-07-08 15:29:22.263622
424,4,1,cash_out,3448.05,CUST34391,completed,2026-07-08 16:53:22.263622
425,4,2,transfer,8546.79,CUST51344,completed,2026-07-08 17:34:22.263622
426,4,2,cash_in,6128.71,CUST34663,completed,2026-07-08 18:55:22.263622
427,4,2,cash_out,4338.78,CUST56485,completed,2026-07-08 19:59:22.263622
428,4,2,cash_in,6178.48,CUST65969,completed,2026-07-08 20:45:22.263622
429,4,2,transfer,4190.93,CUST67384,completed,2026-07-08 21:55:22.263622
430,4,2,transfer,4931.93,CUST51586,completed,2026-07-09 03:18:22.263622
431,4,2,transfer,6724.65,CUST58692,completed,2026-07-09 03:36:22.263622
432,4,1,cash_in,6314.0,CUST27952,completed,2026-07-09 05:03:22.263622
433,4,3,transfer,6335.66,CUST89898,completed,2026-07-09 09:29:22.263622
434,4,2,cash_out,7203.79,CUST21713,completed,2026-07-09 09:44:22.263622
435,4,2,cash_in,3671.63,CUST12133,completed,2026-07-09 10:42:22.263622
436,4,2,transfer,5567.07,CUST47873,completed,2026-07-09 11:41:22.263622
437,4,2,cash_out,2856.77,CUST68702,completed,2026-07-09 12:54:22.263622
438,4,2,transfer,5058.52,CUST32456,completed,2026-07-09 13:17:22.263622
439,4,1,cash_out,4114.13,CUST18721,completed,2026-07-09 14:45:22.263622
440,4,1,transfer,4373.14,CUST29058,completed,2026-07-09 15:38:22.263622
441,4,3,cash_out,4344.16,CUST32450,completed,2026-07-09 17:00:22.263622
442,4,1,cash_out,3711.89,CUST45995,completed,2026-07-09 18:20:22.263622
443,4,2,cash_in,6955.3,CUST13615,completed,2026-07-09 18:54:22.263622
444,4,1,transfer,6389.4,CUST25520,completed,2026-07-09 19:50:22.263622
445,4,2,cash_in,2062.55,CUST68065,completed,2026-07-09 20:52:22.263622
446,4,2,cash_out,5383.72,CUST59146,completed,2026-07-10 09:09:22.263622
447,4,2,transfer,9175.44,CUST17026,completed,2026-07-10 09:36:22.263622
448,4,2,cash_in,6172.79,CUST97034,completed,2026-07-10 10:23:22.263622
449,4,1,cash_in,3270.02,CUST41147,completed,2026-07-10 11:12:22.263622
450,4,2,cash_in,7123.88,CUST61151,completed,2026-07-10 12:28:22.263622
451,4,2,cash_in,4775.95,CUST19572,completed,2026-07-10 12:52:22.263622
452,4,1,cash_in,5239.32,CUST52243,completed,2026-07-10 14:02:22.263622
453,4,1,transfer,7195.33,CUST30274,completed,2026-07-10 14:18:22.263622
454,4,1,cash_out,3117.42,CUST82012,completed,2026-07-10 15:08:22.263622
455,4,2,cash_in,4668.59,CUST51028,completed,2026-07-10 16:27:22.263622
456,4,2,transfer,2624.94,CUST56065,completed,2026-07-10 17:11:22.263622
457,4,3,cash_in,8336.47,CUST84533,completed,2026-07-10 17:50:22.263622
458,4,1,cash_in,8730.85,CUST46238,completed,2026-07-10 18:54:22.263622
459,4,3,transfer,3296.9,CUST61684,completed,2026-07-10 19:51:22.263622
460,4,2,cash_out,3947.15,CUST18577,completed,2026-07-10 21:07:22.263622
461,4,3,transfer,1520.91,CUST49954,completed,2026-07-10 21:59:22.263622
462,4,1,cash_out,5980.83,CUST27064,completed,2026-07-11 07:43:22.263622
463,4,2,cash_in,1232.06,CUST31574,completed,2026-07-11 09:01:22.263622
464,4,2,cash_in,2602.12,CUST67271,completed,2026-07-11 09:31:22.263622
465,1,1,cash_in,4000.0,CUST24477,completed,2026-07-11 13:25:22.263622
466,1,1,cash_in,4000.0,CUST23020,completed,2026-07-11 13:31:22.263622
467,1,1,cash_in,4000.0,CUST29535,completed,2026-07-11 13:37:22.263622
468,1,1,cash_in,4000.0,CUST21986,completed,2026-07-11 13:43:22.263622
469,1,1,cash_in,4000.0,CUST20405,completed,2026-07-11 13:49:22.263622
470,1,1,cash_in,4000.0,CUST25898,completed,2026-07-11 13:55:22.263622
471,1,1,cash_in,4000.0,CUST26840,completed,2026-07-11 14:01:22.263622
472,1,1,cash_in,4000.0,CUST24921,completed,2026-07-11 14:07:22.263622
473,1,1,cash_in,4000.0,CUST20784,completed,2026-07-11 14:13:22.263622
474,1,1,cash_in,4000.0,CUST28504,completed,2026-07-11 14:19:22.263622
475,2,2,cash_out,8000.0,CUST37076,completed,2026-07-11 13:35:22.263622
476,2,2,cash_out,8000.0,CUST30160,completed,2026-07-11 13:43:22.263622
477,2,2,cash_out,8000.0,CUST31122,completed,2026-07-11 13:51:22.263622
478,2,2,cash_out,8000.0,CUST37232,completed,2026-07-11 13:59:22.263622
479,2,2,cash_out,8000.0,CUST33393,completed,2026-07-11 14:07:22.263622
480,2,1,cash_out,9999.0,CUST_SUSPECT,completed,2026-07-11 14:10:22.263622
481,2,1,cash_out,9999.0,CUST_SUSPECT,completed,2026-07-11 14:12:22.263622
482,2,1,cash_out,9999.0,CUST_SUSPECT,completed,2026-07-11 14:14:22.263622
483,2,1,cash_out,9999.0,CUST_SUSPECT,completed,2026-07-11 14:16:22.263622
484,2,1,cash_out,9999.0,CUST_SUSPECT,completed,2026-07-11 14:18:22.263622
